date	open	high	low	close	volume
2002-10-10	954.8	960.45	945.0	958.45	
2002-10-11	958.45	973.5	958.45	971.05	
2002-10-14	971.5	976.5	969.0	972.45	
2002-10-16	972.9	983.6	971.7	973.6	
2002-10-17	973.7	976.05	966.55	973.3	
2002-10-18	973.8	982.5	968.8	971.65	
2002-10-21	971.75	976.2	965.65	967.35	
2002-10-22	967.5	976.35	961.65	962.5	
2002-10-23	962.9	963.75	955.45	957.35	
2002-10-24	957.7	959.8	945.0	946.9	
2002-10-25	946.8	946.8	929.25	932.2	
2002-10-28	932.35	934.9	920.1	922.7	
2002-10-29	922.55	939.7	921.65	936.9	
2002-10-30	936.15	944.35	935.9	937.75	
2002-10-31	937.35	953.3	937.05	951.4	
2002-11-01	951.45	956.95	946.4	951.45	
2002-11-04	951.6	965.5	951.6	962.1	
2002-11-05	962.85	963.7	957.2	962.3	
2002-11-07	962.35	970.2	957.95	960.7	
2002-11-08	960.5	960.95	954.35	956.95	
2002-11-11	957.55	958.55	952.1	954.05	
2002-11-12	953.9	960.85	948.05	959.85	
2002-11-13	960.35	965.75	956.9	962.65	
2002-11-14	964.15	974.1	963.5	971.9	
2002-11-15	972.3	992.05	972.3	990.35	
2002-11-18	990.35	1000.3	989.05	996.85	
2002-11-20	996.85	1007.2	992.3	1001.6	
2002-11-21	1001.8	1012.75	1001.8	1008.75	
2002-11-22	1009.5	1026.0	1009.5	1020.15	
2002-11-25	1020.9	1030.35	1017.5	1026.2	
2002-11-26	1026.4	1040.45	1026.0	1036.15	
2002-11-27	1036.35	1042.2	1027.7	1031.1	
2002-11-28	1031.25	1051.75	1031.25	1049.7	
2002-11-29	1049.55	1057.45	1040.95	1050.15	
2002-12-02	1050.15	1070.15	1050.15	1067.9	
2002-12-03	1067.7	1075.75	1051.8	1055.0	
2002-12-04	1055.75	1055.75	1034.1	1036.4	
2002-12-05	1036.75	1052.45	1036.75	1045.95	
2002-12-06	1047.55	1072.25	1047.55	1069.8	
2002-12-09	1070.5	1085.75	1054.95	1058.65	
2002-12-10	1058.35	1066.1	1045.65	1063.7	
2002-12-11	1064.1	1076.95	1062.3	1069.75	
2002-12-12	1069.95	1078.85	1066.8	1077.0	
2002-12-13	1074.45	1087.35	1074.45	1086.2	
2002-12-16	1089.0	1100.0	1075.55	1078.45	
2002-12-17	1078.7	1084.95	1069.0	1073.25	
2002-12-18	1073.2	1083.65	1072.85	1077.95	
2002-12-19	1077.85	1079.9	1070.5	1076.0	
2002-12-20	1075.45	1084.95	1075.4	1079.3	
2002-12-23	1079.3	1082.6	1073.35	1076.0	
2002-12-24	1075.95	1087.0	1072.65	1085.0	
2002-12-26	1085.05	1100.4	1085.05	1094.8	
2002-12-27	1095.65	1103.95	1095.6	1098.4	
2002-12-30	1095.8	1095.8	1084.35	1091.95	
2002-12-31	1091.85	1100.1	1091.7	1093.5	
2003-01-01	1093.6	1102.1	1093.6	1100.15	
2003-01-02	1100.55	1105.6	1091.2	1093.05	
2003-01-03	1094.45	1099.85	1087.3	1089.6	
2003-01-06	1089.75	1093.05	1081.25	1084.35	
